"Sample ID","Bioproject ID","Biosample ID","Species","Biotic Relationship","Extreme Environment","Cell Arrangement","Cell Shape","Colony Color","Energy Source","Habitat","Oxygen","Latitude","Longitude","Elevation","Collection Method","Collection Date","Storage Method","Originating Lab","Sample Provider","GEO Location","Contact Email","Description"
"P10K-MW-000232","PRJCA017400","SAMC2820799","Litonotus sp.4 P10K","Free living","High Altitude","Singles","Blade-shape","Colorless","Heterotroph","Saline lake","Aerobe","31.431358","90.95008","4529","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu;Bam co","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000233","PRJCA017400","SAMC2820800","Naxella sp.1 P10K","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Saline lake","Aerobe","31.325146","91.408554","4530","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu;Ne ri bul mtsho","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000234","PRJCA017400","SAMC2820801","Cyclidium marinum strain P10K-2","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Saline lake","Aerobe","31.400043","90.9342","4536","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu;Bam co","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000235","PRJCA017400","SAMC2820802","Coleps hirtus strain P10K-1","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.035458","99.73763","3147.44","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Hainan;Buha River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000236","PRJCA017400","SAMC2820803","Coleps sp.2 P10K","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Saline lake","Aerobe","30.773945","90.95855","4724","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Namtso","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000237","PRJCA017400","SAMC2820804","Cyclidium marinum strain P10K-3","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Saline lake","Aerobe","36.664597","99.970665","3184.4","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Hainan;Qinghai Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000238","PRJCA017400","SAMC2820805","Oligohymenophorea sp.7 P10K","Free living","High Altitude","Singles","Undefined","Undefined","Undefined","Saline lake","Aerobe","36.664597","99.970665","3184.4","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Hainan;Qinghai Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000239","PRJCA017400","SAMC2820806","Vorticellides sp.4 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Saline lake","Aerobe","36.664597","99.970665","3184.4","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Hainan;Qinghai Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000240","PRJCA017400","SAMC2820807","Coleps hirtus strain P10K-2","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Saline lake","Aerobe","36.664597","99.970665","3184.4","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Hainan;Qinghai Lake","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000241","PRJCA017400","SAMC2820808","Coleps sp.18 P10K","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.681278","91.10922","3651","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Lhalu Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000242","PRJCA017400","SAMC2820809","Stentor sp.2 P10K","Free living","High Altitude","Singles","Trumpet-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.681278","91.10922","3651","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Lhalu Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000243","PRJCA017400","SAMC2820810","Obertrumia georgiana strain P10K-6","Free living","High Altitude","Singles","Ovoid-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.379593","90.832","3591","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Chabalang Wetlands","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000244","PRJCA017400","SAMC2820811","Chilodonella sp.2 P10K","Free living","High Altitude","Singles","Ellipse-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.728783","91.08423","3905","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Lhasa;Lhalu Wetland","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000245","PRJCA017400","SAMC2820812","Telotrochidium sp.7 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Moss","Aerobe","31.40723","91.47605","4526","Microabsorption method","2020-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu;Co Ngoin","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000246","PRJCA017400","SAMC2820813","Telotrochidium sp.8 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Fresh water","Aerobe","31.585707","91.55297","4738","Microabsorption method","2020-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu;Co Ngoin","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000247","PRJCA017400","SAMC2820814","Vorticellides sp.5 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Moss","Aerobe","24.443434","118.09255","39.16","Microabsorption method","2019-12","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Fujian;Xiamen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000248","PRJCA017400","SAMC2820815","Telotrochidium sp.9 P10K","Free living","High Altitude","Singles","Bell-shaped","Colorless","Heterotroph","Moss","Aerobe","30.284506","82.26783","5008.51","Microabsorption method","2019-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Shigatse","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000249","PRJCA017400","SAMC2820816","Pseudokeronopsis erythrina strain P10K-1","Free living","High Altitude","Singles","Ellipse-shaped","Colorless","Heterotroph","Moss","Aerobe","31.112019","92.9457","4875","Microabsorption method","2019-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nagchu","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000250","PRJCA017400","SAMC2820817","Opisthonecta sp.9 P10K","Free living","Undefined","Singles","Bell-shaped","Colorless","Heterotroph","Moss","Aerobe","NA","NA","NA","Microabsorption method","2019-08","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Shennongjia;Dajiu Lake Scenic Area","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000251","PRJCA017400","SAMC2820818","Arcella vulgaris strain P10K-1","Free living","Undefined","Singles","Circular","Colorless","Heterotroph","Fresh water","Aerobe","45.936344","126.75778","121.64","Microabsorption method","2019-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Heilongjiang;Harbin","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000252","PRJCA017400","SAMC2820819","Actinophryidae sp.1 P10K","Free living","Undefined","Singles","Coccoid","Colorless","Heterotroph","Fresh water","Aerobe","46.51741","125.22236","148.96","Microabsorption method","2019-09","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Heilongjiang;Daqing","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000253","PRJCA017400","SAMC2820820","Actinophryidae sp.2 P10K","Free living","Undefined","Singles","Coccoid","Colorless","Heterotroph","Ditch water","Aerobe","29.847149","113.22615","27","Microabsorption method","2019-10","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Jianli","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000254","PRJCA017400","SAMC2820821","Arcella sp.8 P10K","Free living","High Altitude","Singles","Circular","Colorless","Heterotroph","Fresh water","Aerobe","29.25232","95.23097","1360.41","Microabsorption method","2019-10","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nyingchi","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000255","PRJCA017400","SAMC2820822","Arcella sp.9 P10K","Free living","High Altitude","Singles","Circular","Colorless","Heterotroph","Fresh water","Aerobe","29.25232","95.23097","1360.41","Microabsorption method","2019-10","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nyingchi","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000256","PRJCA017400","SAMC2820823","Amoebidae sp.2 P10K","Free living","High Altitude","Singles","Irregular-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.250557","95.19381","790","Microabsorption method","2019-10","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nyingchi","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000257","PRJCA017400","SAMC2820824","Arcellidae sp.4 P10K","Free living","High Altitude","Singles","Circular","Colorless","Heterotroph","Lab culture","Aerobe","29.25232","95.23097","1360.41","Microabsorption method","2019-10","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Tibet;Nyingchi","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000258","PRJCA017400","SAMC2820825","Arcellinida sp.4 P10K","Free living","Heavy metal pollution(Hg)","Singles","Shell-Ovoid-shaped","Colorless","Heterotroph","Heavy metal contaminated area","Aerobe","27.529648","109.229324","531.11","Microabsorption method","2019-11","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guizhou;Wanshan","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000259","PRJCA017400","SAMC2820826","Plagiopyxidae sp.1 P10K","Free living","Sewage plant","Singles","Shell-Ovoid-shaped","Colorless","Heterotroph","Sewage","Aerobe","30.673428","111.285614","27.78","Microabsorption method","2019-12","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Yichang","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000260","PRJCA017400","SAMC2820827","Actinophryidae sp.3 P10K","Free living","Undefined","Singles","Coccoid","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2019-12","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000261","PRJCA017400","SAMC2820828","Arcella vulgaris strain P10K-2","Free living","Sewage plant","Singles","Circular","Colorless","Heterotroph","Sludge","Aerobe","NA","NA","NA","Microabsorption method","2020-05","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000262","PRJCA017400","SAMC2820829","Centropyxidae sp.1 P10K","Free living","Sewage plant","Singles","Shell-Ovoid-shaped","Colorless","Heterotroph","Sewage","Aerobe","NA","NA","NA","Microabsorption method","2020-05","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000263","PRJCA017400","SAMC2820830","Bigyra sp.1 P10K","Free living","Sewage plant","Singles","Undefined","Undefined","Undefined","Sewage","Aerobe","NA","NA","NA","Microabsorption method","2020-05","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000264","PRJCA017400","SAMC2820831","Paracercomonas sp.1 P10K","Free living","Undefined","Singles","Radial pattern","Colorless","Heterotroph","Reservoir water","Aerobe","29.43987","106.36636","208","Microabsorption method","2020-06","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Chongqing","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000265","PRJCA017400","SAMC2820832","Actinophryidae sp.4 P10K","Free living","Undefined","Singles","Coccoid","Colorless","Heterotroph","Fresh water","Aerobe","29.547281","106.5805","129","Microabsorption method","2020-06","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Chongqing","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000266","PRJCA017400","SAMC2820833","Longamoebia sp.3 P10K","Free living","Undefined","Singles","Irregular-shaped","Colorless","Heterotroph","Fresh water","Aerobe","29.547281","106.5805","129","Microabsorption method","2020-06","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Chongqing","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000267","PRJCA017400","SAMC2820834","Difflugiidae sp.4 P10K","Free living","Undefined","Singles","Shell-Ovoid-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.522264","113.95316","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000268","PRJCA017400","SAMC2820835","Actinophryidae sp.5 P10K","Free living","Undefined","Singles","Coccoid","Colorless","Heterotroph","Brackish water","Aerobe","22.522264","113.95316","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000269","PRJCA017400","SAMC2820836","Cafeteriaceae sp.1 P10K","Free living","Undefined","Singles","Undefined","Undefined","Undefined","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000270","PRJCA017400","SAMC2820837","Actinophryidae sp.6 P10K","Free living","Undefined","Singles","Coccoid","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000271","PRJCA017400","SAMC2820838","Longamoebia sp.4 P10K","Free living","Undefined","Singles","Irregular-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000272","PRJCA017400","SAMC2820839","Longamoebia sp.5 P10K","Free living","Undefined","Singles","Irregular-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000273","PRJCA017400","SAMC2820840","Longamoebia sp.1 P10K","Free living","Undefined","Singles","Irregular-shaped","Colorless","Heterotroph","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000274","PRJCA017400","SAMC2820841","Pseudobodo sp.1 P10K","Free living","Undefined","Singles","Undefined","Undefined","Undefined","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000275","PRJCA017400","SAMC2820842","Pseudobodo sp.2 P10K","Free living","Undefined","Singles","Undefined","Undefined","Undefined","Brackish water","Aerobe","22.557281","113.861855","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000276","PRJCA017400","SAMC2820843","Mayorella sp.2 P10K","Free living","Undefined","Singles","Irregular-shaped","Colorless","Heterotroph","Moss","Aerobe","30.560556","115.72611","252.2","Microabsorption method","2020-05","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Hubei;Wuhan","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000277","PRJCA017400","SAMC2820844","Staurosira sp.1 P10K","Free living","High Altitude","Singles","Undefined","Undefined","Autotroph","Fresh water","Aerobe","37.314697","101.81662","2698.91","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Qilian Mountains","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000278","PRJCA017400","SAMC2820845","Longamoebia sp.6 P10K","Free living","High Altitude","Singles","Irregular-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.699776","101.77979","3113.62","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Shiyang River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000279","PRJCA017400","SAMC2820846","Paramoebidae sp.10 P10K","Free living","High Altitude","Singles","Irregular-shaped","Colorless","Heterotroph","Fresh water","Aerobe","37.699776","101.77979","3113.62","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Qinghai;Haibei;Shiyang River","p10k@ihb.ac.cn","From P10K (NGDC)"
"P10K-MW-000280","PRJCA017400","SAMC2820847","Arcellidae sp.5 P10K","Free living","Undefined","Singles","Circular","Colorless","Heterotroph","Brackish water","Aerobe","22.522264","113.95316","NA","Microabsorption method","2020-07","NA","Institute of Hydrobiology, Chinese Academy of Sciences","Wei Miao","China;Guangdong;Shenzhen","p10k@ihb.ac.cn","From P10K (NGDC)"
