Species,SampleID,AssemblyID,TotalSize,ScaffoldCount,N50,Completeness,GeneCount,CDSCompleteness,AnnotLevel,SomeNumber
Dileptus costaricanus strain P10K-2,P10K-MW-000779,GWHDQMZ00000000,32.5301,40256,1010,64.9,40135,44.1111249532827,Medium,1
Dileptus sp.5 P10K,P10K-MW-000780,GWHDQNA00000000,34.242113,48688,863,61.9,48423,39.1033186708795,Medium,1
Colpoda sp.22 P10K,P10K-MW-000781,GWHDQNB00000000,65.757998,121124,611,54.3,121031,33.741768637787,Low,1
Colpodidae sp.5 P10K,P10K-MW-000782,GWHDQNC00000000,20.739057,26453,974,37.4,26380,59.7952994692949,Low,1
Colpodida sp.2 P10K,P10K-MW-000783,GWHDQND00000000,73.94139,137006,608,49.1,136854,33.758604059801,Low,1
Gyrodinium sp.1 P10K,P10K-MW-000784,GWHDQNE00000000,36.503144,57964,747,32.7,57830,37.9941206985993,Low,1
Dysteria sp.1 P10K,P10K-MW-000785,GWHDQNF00000000,27.751285,52459,613,32.1,51980,46.1119661408234,Low,1
Oligohymenophorea sp.11 P10K,P10K-MW-000786,GWHDQNG00000000,9.521073,18048,612,19.9,18021,38.6992952666334,Low,1
Vorticella sp.61 P10K,P10K-MW-000787,GWHDQNH00000000,5.070273,16080,299,3.5,16016,29.2145354645355,Low,1
Lacrymariidae sp.2 P10K,P10K-MW-000788,GWHDQNI00000000,52.88775,56883,1177,73.7,56730,51.9072800987132,Medium,1
Vorticella gracilis strain P10K-1,P10K-MW-000789,GWHDQNJ00000000,1.421997,3781,383,1.8,3760,35.3723404255319,Low,1
Platyophrya sp.1 P10K,P10K-MW-000790,GWHDQNK00000000,21.048497,30303,816,57.3,30222,60.882800608828,Medium,1
Vorticella sp.62 P10K,P10K-MW-000791,GWHDQNL00000000,3.883313,8662,471,1.8,8650,32.6242774566474,Low,1
Bresslauides sp.16 P10K,P10K-MW-000792,GWHDQNM00000000,93.40798,153343,714,53.8,153163,36.4258992054217,Low,1
Colpoda sp.23 P10K,P10K-MW-000793,GWHDQNN00000000,104.223543,158176,796,52.7,157983,37.8806580454859,Low,1
Hemiurosoma sp.1 P10K,P10K-MW-000794,GWHDQNO00000000,25.032379,28593,1090,30.5,28589,45.5979572562874,Low,1
Colpoda sp.24 P10K,P10K-MW-000795,GWHDQNP00000000,109.795463,182290,720,57.3,182078,35.5397137490526,Low,1
Furgasonia blochmanni strain P10K-4,P10K-MW-000796,GWHDQNQ00000000,26.275799,33313,983,43.2,33229,63.2369315958952,Medium,1
Pseudomicrothorax sp.4 P10K,P10K-MW-000797,GWHDQNR00000000,16.476616,24747,777,38.6,24678,54.7289083394116,Low,1
Leptopharynx sp.6 P10K,P10K-MW-000798,GWHDQNS00000000,5.655209,10090,641,21.0,10038,55.7083084279737,Low,1
Obertrumia sp.2 P10K,P10K-MW-000799,GWHDQNT00000000,25.664634,36556,829,30.4,36530,48.382151656173,Low,1
Sessilida sp.43 P10K,P10K-MW-000800,GWHDQNU00000000,9.854429,25329,407,1.8,25285,31.4534308878782,Low,1
Blepharisma sp.2 P10K,P10K-MW-000801,GWHDQNV00000000,33.104018,55664,683,50.3,55659,6.09964246572881,Low,1
Dileptus sp.6 P10K,P10K-MW-000802,GWHDQNW00000000,38.562223,50271,957,66.7,50172,53.7829865263494,Medium,1
Korotnevella sp.1 P10K,P10K-MW-000803,GWHDQNX00000000,7.183894,22497,278,5.3,22110,69.0818634102216,Low,1
Blepharisma sp.8 P10K,P10K-MW-000804,GWHDQNY00000000,28.672191,32401,1131,69.6,32381,11.160865939903,Low,1
Bresslauides sp.17 P10K,P10K-MW-000805,GWHDQNZ00000000,65.482858,79928,1025,38.6,79668,60.8224130140081,Low,1
Spathidium sp.14 P10K,P10K-MW-000806,GWHDQOA00000000,30.593739,33952,1137,76.0,33875,55.8022140221402,Medium,1
Sessilida sp.44 P10K,P10K-MW-000807,GWHDQOB00000000,27.420321,49271,633,26.3,49193,40.558616063261,Low,1
Spathidium stammeri strain P10K-3,P10K-MW-000808,GWHDQOC00000000,15.392225,20887,903,66.1,20814,45.5750936869415,Medium,1
Loxophyllum sp.4 P10K,P10K-MW-000809,GWHDQOD00000000,20.86819,28712,862,49.7,28643,45.613238836714,Low,1
Colpoda sp.33 P10K,P10K-MW-000810,GWHDQOE00000000,3.540955,7608,512,11.7,7530,59.3227091633466,Low,1
Leptopharynx sp.7 P10K,P10K-MW-000811,GWHDQOF00000000,15.785253,31821,583,29.9,31660,61.5287428932407,Low,1
Pseudomicrothorax dubius strain P10K-2,P10K-MW-000812,GWHDQOG00000000,5.054884,9994,551,23.4,9930,59.9395770392749,Low,1
Leptopharynx sp.8 P10K,P10K-MW-000813,GWHDQOH00000000,3.875838,8260,510,11.7,8182,56.3309704228795,Low,1
Microthoracida sp.1 P10K,P10K-MW-000814,GWHDQOI00000000,10.956257,18965,708,37.4,18917,36.2478194216842,Low,1
Tetrahymena rostrata strain P10K-7,P10K-MW-000815,GWHDQOJ00000000,33.465877,51109,788,29.3,51075,36.8046989720998,Low,1
Frontoniidae sp.1 P10K,P10K-MW-000816,GWHDQOK00000000,45.325843,67051,827,34.0,66996,38.420204191295,Low,1
Colpodidae sp.7 P10K,P10K-MW-000817,GWHDQOL00000000,23.248906,32434,910,32.7,32299,56.47852874702,Low,1
Bresslauides sp.18 P10K,P10K-MW-000818,GWHDQOM00000000,57.386112,66948,1106,49.2,66687,60.2996086193711,Medium,1
Spathidium papilliferum strain P10K-2,P10K-MW-000819,GWHDQON00000000,56.366811,61527,1147,75.5,61333,48.1306963624802,Medium,1
Spathidiidae sp.2 P10K,P10K-MW-000820,GWHDQOO00000000,18.910347,26560,845,60.2,26480,43.6291540785498,Medium,1
Enchelyodon sp.4 P10K,P10K-MW-000821,GWHDQOP00000000,57.852482,67022,1083,76.6,66876,55.0645971649022,Medium,1
Paramoebidae sp.8 P10K,P10K-MW-000822,GWHDQOQ00000000,11.199955,20324,621,29.2,20087,54.2042116791955,Low,1
Korotnevella sp.2 P10K,P10K-MW-000823,GWHDQOR00000000,9.945242,18977,578,19.3,18793,54.0413983930187,Low,1
Korotnevella sp.3 P10K,P10K-MW-000824,GWHDQOS00000000,8.872658,18702,518,22.2,18616,51.5094542329179,Low,1
Euamoebida sp.4 P10K,P10K-MW-000825,GWHDQOT00000000,6.082751,12494,531,27.5,12351,57.8738563679054,Low,1
Paramoebidae sp.1 P10K,P10K-MW-000826,GWHDQOU00000000,10.591108,20872,558,23.3,20681,57.9952613509985,Low,1
Oxytrichidae sp.2 P10K,P10K-MW-000827,GWHDQOV00000000,25.121447,25588,1230,72.5,25550,58.454011741683,Medium,1
Pterocystis sp.1 P10K,P10K-MW-000828,GWHDQOW00000000,14.830269,20020,909,35.6,19991,55.6350357660947,Low,1
Pterocystis sp.2 P10K,P10K-MW-000829,GWHDQOX00000000,11.387816,20069,654,35.7,19974,57.6299188945629,Low,1
Pterocystis sp.3 P10K,P10K-MW-000830,GWHDQOY00000000,20.959908,28625,914,58.5,28565,58.0080518116576,Medium,1
Pterocystis sp.4 P10K,P10K-MW-000831,GWHDQOZ00000000,14.273975,22654,754,41.5,22608,62.9644373673036,Medium,1
Leptopharynx sp.9 P10K,P10K-MW-000832,GWHDQPA00000000,2.068635,5314,408,11.7,5280,61.4204545454545,Low,1
Bresslauides sp.19 P10K,P10K-MW-000833,GWHDQPB00000000,56.899576,75197,953,59.7,74542,59.9916825413861,Medium,1
Furgasonia blochmanni strain P10K-5,P10K-MW-000834,GWHDQPC00000000,5.006819,10512,526,18.1,10468,67.0997325181506,Low,1
Colpoda sp.29 P10K,P10K-MW-000835,GWHDQPD00000000,40.691042,48981,1016,55.5,48876,61.5271298796956,Medium,1
Leptopharynx sp.10 P10K,P10K-MW-000836,GWHDQPE00000000,3.590675,7307,533,17.6,7290,57.4348422496571,Low,1
Spathidium sp.15 P10K,P10K-MW-000837,GWHDQPF00000000,74.679748,71840,1342,84.8,71683,47.6961064687583,Medium,1
Urocentrum sp.2 P10K,P10K-MW-000838,GWHDQPG00000000,33.1699,40479,1039,34.5,40161,87.6198301835114,Medium,1
Dileptidae sp.1 P10K,P10K-MW-000839,GWHDQPH00000000,43.371667,50882,1051,61.4,50762,46.8007564713762,Medium,1
Levicoleps sp.3 P10K,P10K-MW-000840,GWHDQPI00000000,34.270679,34841,1317,23.3,34711,63.5216501973438,Low,1
Vorticella sp.34 P10K,P10K-MW-000841,GWHDQPJ00000000,6.067423,19948,277,1.8,19862,31.7289296143389,Low,1
Hausmanniellidae sp.2 P10K,P10K-MW-000842,GWHDQPK00000000,32.696818,42259,980,35.0,42137,60.8254028525999,Low,1
Colpodida sp.3 P10K,P10K-MW-000843,GWHDQPL00000000,23.478168,34984,798,39.2,34886,59.4937797397237,Low,1
Colpoda sp.25 P10K,P10K-MW-000844,GWHDQPM00000000,30.553495,47275,759,54.4,47138,57.2404429547287,Medium,1
Colpoda maupasi strain P10K-8,P10K-MW-000845,GWHDQPN00000000,16.739654,26721,736,45.0,26545,64.3209644000753,Medium,1
Epispathidium sp.2 P10K,P10K-MW-000846,GWHDQPO00000000,34.406188,47936,863,59.7,47614,57.6595119082623,Medium,1
Dileptus sp.3 P10K,P10K-MW-000847,GWHDQPP00000000,53.577607,70899,1000,77.7,70486,49.5545214652555,Medium,1
Colepidae sp. bPFT4,P10K-MW-000848,GWHDQPQ00000000,21.354945,27579,952,44.4,27398,66.1471640265713,Medium,1
Vorticella sp.15 P10K,P10K-MW-000849,GWHDQPR00000000,9.389257,17688,610,6.4,17670,38.5568760611205,Low,1
Vorticella aequilata strain P10K-2,P10K-MW-000850,GWHDQPS00000000,3.910342,9042,453,1.2,9017,38.2610624376178,Low,1
Colepidae sp.7 P10K,P10K-MW-000851,GWHDQPT00000000,41.317236,38399,1426,68.4,38228,72.101600920791,Medium,1
Vorticella aequilata strain P10K-3,P10K-MW-000852,GWHDQPU00000000,0.782046,2137,356,0.6,2130,35.5868544600939,Low,1
Tetrahymena mobilis,P10K-MW-000853,GWHDQPV00000000,5.746157,8779,769,11.7,8775,38.8717948717949,Low,1
Vorticella sp.98 P10K,P10K-MW-000854,GWHDQPW00000000,1.003489,2845,346,0.6,2836,33.7447108603667,Low,1
Tetrahymena mobilis,P10K-MW-000855,GWHDQPX00000000,3.904191,6536,667,10.5,6531,38.7077017302098,Low,1
Bresslauides sp.20 P10K,P10K-MW-000856,GWHDQPY00000000,40.673258,50357,998,60.3,50173,61.6327506826381,Medium,1
Opisthonecta sp.6 P10K,P10K-MW-000857,GWHDQPZ00000000,18.89377,27939,787,29.8,27924,47.7474573843289,Low,1
Chilodonellidae sp.2 P10K,P10K-MW-000858,GWHDQQA00000000,7.554954,12248,710,1.8,12150,58.2222222222222,Low,1
Vorticella sp.35 P10K,P10K-MW-000859,GWHDQQB00000000,17.121778,27193,720,36.8,27173,52.4380819195525,Low,1
Telotrochidium sp.18 P10K,P10K-MW-000860,GWHDQQC00000000,19.677792,28545,802,34.5,28523,48.2207341443747,Low,1
Sessilida sp.45 P10K,P10K-MW-000861,GWHDQQD00000000,12.533064,23256,591,12.3,23226,46.2757254800654,Low,1
Vorticella convallaria strain P10K-18,P10K-MW-000862,GWHDQQE00000000,2.73108,7492,364,5.8,7473,36.4378429011107,Low,1
Vorticella sp.48 P10K,P10K-MW-000863,GWHDQQF00000000,14.1568,25824,618,30.4,25784,43.6898852001241,Low,1
Opisthonecta sp.10 P10K,P10K-MW-000864,GWHDQQG00000000,13.660974,23797,642,15.2,23780,42.5567703952902,Low,1
Vorticellides sp.2 P10K,P10K-MW-000865,GWHDQQH00000000,6.738268,18158,372,4.7,18130,32.3331494760066,Low,1
Euplotes vannus strain P10K-2,P10K-MW-000866,GWHDQQI00000000,44.222474,58461,922,63.7,58386,53.3175761312643,Medium,1
Aspidiscidae sp.2 P10K,P10K-MW-000867,GWHDQQJ00000000,16.334738,26833,690,38.6,26728,81.6222687818018,Medium,1
Vorticella sp.36 P10K,P10K-MW-000868,GWHDQQK00000000,1.531326,4409,344,0.6,4399,32.4391907251648,Low,1
Colepidae sp. bPFT4,P10K-MW-000869,GWHDQQL00000000,50.958476,44127,1533,69.0,43957,71.8747867233888,Medium,1
Vorticella sp.1 P10K,P10K-MW-000870,GWHDQQM00000000,3.384001,9431,359,5.9,9373,33.6818521284541,Low,1
Parauronema virginianum strain P10K-2,P10K-MW-000871,GWHDQQN00000000,13.279008,21636,716,24.0,21590,32.2973598888374,Low,1
Epispathidium sp.3 P10K,P10K-MW-000872,GWHDQQO00000000,34.264864,39714,1082,67.3,39530,50.0480647609411,Medium,1
Colpoda maupasi,P10K-MW-000873,GWHDQQP00000000,46.739504,56383,1021,75.4,56205,58.2190196601726,Medium,1
Holosticha sp.1 P10K,P10K-MW-000874,GWHDQQQ00000000,26.373395,35140,928,29.8,35100,34.4444444444444,Low,1
Orthamphisiella sp.1 P10K,P10K-MW-000875,GWHDQQR00000000,20.262621,30046,803,52.6,30000,27.3166666666667,Low,1
Pseudovorticella sp.6 P10K,P10K-MW-000876,GWHDQQS00000000,1.059391,2666,411,0.8,2659,38.7739751786386,Low,1
Sessilida sp.46 P10K,P10K-MW-000877,GWHDQQT00000000,6.529045,16077,420,8.8,16043,39.1946643395874,Low,1
Metopus sp.1 P10K,P10K-MW-000878,GWHDQQU00000000,38.988043,60824,728,50.9,60769,25.9787062482516,Low,1
Litonotus sp.10 P10K,P10K-MW-000879,GWHDQQV00000000,14.449953,20642,856,43.2,20515,44.1530587375091,Low,1
Opisthonecta sp.7 P10K,P10K-MW-000880,GWHDQQW00000000,7.049086,14005,532,14.1,13977,42.5985547685483,Low,1
Cryptomonas paramecium strain P10K-4,P10K-MW-000881,GWHDQQX00000000,5.674458,9823,694,20.5,9772,56.7642243143676,Low,1
Oligohymenophorea sp.12 P10K,P10K-MW-000882,GWHDQQY00000000,17.508457,26815,757,29.2,26774,40.9315007096437,Low,1
Parameciidae sp.1 P10K,P10K-MW-000883,GWHDQQZ00000000,23.704327,43028,617,22.8,42990,37.4738311235171,Low,1
Spathidiidae sp.6 P10K,P10K-MW-000884,GWHDQRA00000000,16.466566,22493,869,43.3,22437,51.6022641173062,Low,1
Arcella sp.3 P10K,P10K-MW-000885,GWHDQRB00000000,45.94502,62425,879,56.1,62127,57.8041753182996,Medium,1
Vorticellides sp.12 P10K,P10K-MW-000886,GWHDQRC00000000,19.468817,28211,811,32.2,28169,44.4424722212361,Low,1
Bresslauides sp.21 P10K,P10K-MW-000887,GWHDQRD00000000,29.552791,40154,874,50.3,39966,57.1160486413451,Medium,1
Leptopharynx sp.11 P10K,P10K-MW-000888,GWHDQRE00000000,17.59685,24435,832,45.1,24417,53.2456894786419,Low,1
Vorticellides sp.3 P10K,P10K-MW-000889,GWHDQRF00000000,14.672566,20238,905,45.7,20221,34.4542802037486,Low,1
Opercularia sp.2 P10K,P10K-MW-000890,GWHDQRG00000000,3.490061,6308,614,4.1,6296,43.8850063532402,Low,1
Vorticella sp.50 P10K,P10K-MW-000891,GWHDQRH00000000,1.50144,4268,353,1.2,4260,35.3990610328638,Low,1
Blepharisma sp.9 P10K,P10K-MW-000892,GWHDQRI00000000,15.528086,21706,821,56.2,21705,9.09928587882976,Low,1
Pseudovorticella annulata strain P10K-4,P10K-MW-000893,GWHDQRJ00000000,22.93132,31765,849,52.7,31723,35.5704063297923,Low,1
Leptopharynx sp.12 P10K,P10K-MW-000894,GWHDQRK00000000,3.84822,8062,528,18.7,8023,65.9478997881092,Low,1
Leptopharynx sp.13 P10K,P10K-MW-000895,GWHDQRL00000000,0.87563,1888,485,7.0,1873,60.3310197544047,Low,1
Stentor coeruleus strain P10K-5,P10K-MW-000896,GWHDQRM00000000,42.051849,53022,1002,84.2,52814,51.3083652061953,Medium,1
Colpoda magna strain P10K-5,P10K-MW-000897,GWHDQRN00000000,83.047613,94819,1109,68.4,94386,64.0211472040345,Medium,1
Didiniidae sp.1 P10K,P10K-MW-000898,GWHDQRO00000000,30.957412,37305,1024,64.3,37204,44.1672938393721,Medium,1
Vorticella sp.37 P10K,P10K-MW-000899,GWHDQRP00000000,12.603462,23225,602,29.8,23189,40.4243391263099,Low,1
Onychodromopsis sp.1 P10K,P10K-MW-000900,GWHDQRQ00000000,24.691434,38265,758,43.9,38247,38.2435223677674,Low,1
Telotrochidium sp.19 P10K,P10K-MW-000901,GWHDQRR00000000,34.043452,41747,1049,15.8,41713,48.1168940138566,Low,1
Vorticella sp.38 P10K,P10K-MW-000902,GWHDQRS00000000,7.889492,18008,475,18.7,17937,35.2288565534928,Low,1
Glaucomidae sp.4 P10K,P10K-MW-000903,GWHDQRT00000000,22.276631,37753,656,28.0,37703,40.4185343341379,Low,1
Sterkiella sp.1 P10K,P10K-MW-000904,GWHDQRU00000000,24.491716,36642,759,37.4,36625,38.2006825938567,Low,1
Chilodonella uncinata strain P10K-2,P10K-MW-000905,GWHDQRV00000000,7.331301,13886,577,21.6,13782,53.1998258598172,Low,1
Spathidium sp.7 P10K,P10K-MW-000906,GWHDQRW00000000,44.675495,57147,997,68.4,56766,51.0516858683014,Medium,1
Kahliella sp.1 P10K,P10K-MW-000907,GWHDQRX00000000,8.095957,14615,596,11.1,14603,36.595220160241,Low,1
Dimacrocaryonidae sp.2 P10K,P10K-MW-000908,GWHDQRY00000000,39.920283,54870,886,64.4,54782,49.1840385528093,Medium,1
Bresslauides sp.22 P10K,P10K-MW-000909,GWHDQRZ00000000,43.289133,54587,975,56.1,54107,60.3988393368695,Medium,1
Obertrumia sp.3 P10K,P10K-MW-000910,GWHDQSA00000000,16.708824,28134,661,25.8,28112,42.8144564598748,Low,1
Peniculida sp.1 P10K,P10K-MW-000911,GWHDQSB00000000,48.365422,67566,861,36.3,67539,36.9149676483217,Low,1
Microthoracidae sp.1 P10K,P10K-MW-000912,GWHDQSC00000000,9.20142,16875,609,24.6,16837,59.3633070024351,Low,1
Phyllopharyngea sp.2 P10K,P10K-MW-000913,GWHDQSD00000000,10.546972,21041,543,22.8,20949,50.1503651725619,Low,1
Extraholosticha sp.1 P10K,P10K-MW-000914,GWHDQSE00000000,34.732636,52828,777,27.5,52798,37.7987802568279,Low,1
Dileptus costaricanus strain P10K-3,P10K-MW-000915,GWHDQSF00000000,32.93868,39699,1026,66.7,39640,41.9651866801211,Medium,1
Bresslauides sp.23 P10K,P10K-MW-000916,GWHDQSG00000000,45.75997,59533,960,42.7,58703,58.5642982471083,Medium,1
Bresslauides sp.24 P10K,P10K-MW-000917,GWHDQSH00000000,18.395281,27255,795,45.6,27102,58.9255405505129,Medium,1
Apobryophyllum schmidingeri strain P10K-1,P10K-MW-000918,GWHDQSI00000000,25.539866,35316,852,60.8,35191,41.6754283765736,Medium,1
Leptopharynx sp.14 P10K,P10K-MW-000919,GWHDQSJ00000000,13.405619,23704,640,40.4,23631,65.5833439126571,Medium,1
Bresslauides sp.25 P10K,P10K-MW-000920,GWHDQSK00000000,30.904774,36961,1061,57.9,36862,65.6068580109598,Medium,1
Leptopharynx sp.15 P10K,P10K-MW-000921,GWHDQSL00000000,10.861949,18984,634,25.2,18957,60.6161312443952,Low,1
Colpoda sp.30 P10K,P10K-MW-000922,GWHDQSM00000000,34.402844,53422,758,46.8,52649,54.6677049896484,Medium,1
Bresslauides sp.26 P10K,P10K-MW-000923,GWHDQSN00000000,29.362547,35966,1025,39.2,35868,61.5506858481097,Medium,1
Leptopharynx sp.16 P10K,P10K-MW-000924,GWHDQSO00000000,12.884152,22646,645,28.7,22613,34.2192544111794,Low,1
Phascolodon sp.1 P10K,P10K-MW-000925,GWHDQSP00000000,21.590294,33502,736,29.3,33376,87.032598274209,Medium,1
Tetrahymena sp.2 P10K,P10K-MW-000926,GWHDQSQ00000000,23.398726,32662,831,27.5,32649,41.082422126252,Low,1
Leptopharynx sp.17 P10K,P10K-MW-000927,GWHDQSR00000000,14.034349,23282,689,37.4,23262,52.8200498667355,Low,1
Spathidium foissneri strain P10K-1,P10K-MW-000928,GWHDQSS00000000,16.67669,24452,785,45.0,24406,43.7679259198558,Low,1
Obertrumia sp.4 P10K,P10K-MW-000929,GWHDQST00000000,58.260986,68967,1029,32.1,68912,46.3373577896448,Low,1
Pseudovorticella sp.1 P10K,P10K-MW-000930,GWHDQSU00000000,6.650543,14863,468,10.0,14830,35.826028320971,Low,1
Arcella vulgaris,P10K-MW-000931,GWHDQSV00000000,22.287477,38168,683,34.5,37693,51.6674183535404,Low,1
Apodileptus visscheri rhabdoplites strain P10K-1,P10K-MW-000932,GWHDQSW00000000,53.337223,79963,816,69.0,79420,48.9926970536389,Medium,1
Zoothamnopsis sp.3 P10K,P10K-MW-000933,GWHDQSX00000000,22.029939,37104,682,41.0,37066,50.2886742567312,Low,1
Litonotus sp.11 P10K,P10K-MW-000934,GWHDQSY00000000,30.851012,51379,692,38.6,51082,46.9793665087506,Low,1
Vorticella aequilata strain P10K-4,P10K-MW-000935,GWHDQSZ00000000,1.89368,4431,459,3.5,4396,31.0964513193813,Low,1
Opisthonecta minima strain P10K-6,P10K-MW-000936,GWHDQTA00000000,7.856052,17082,493,7.0,17055,35.4324245089417,Low,1
Bresslauides sp.27 P10K,P10K-MW-000937,GWHDQTB00000000,46.187127,53621,1126,42.1,53266,63.4419704877408,Medium,1
Vorticella sp.39 P10K,P10K-MW-000938,GWHDQTC00000000,5.666304,14228,412,10.0,14175,38.1587301587302,Low,1
Centroplasthelida sp.1 P10K,P10K-MW-000939,GWHDQTD00000000,15.975268,28836,625,46.2,28727,51.3071326626519,Low,1
Vorticella sp.40 P10K,P10K-MW-000940,GWHDQTE00000000,22.527417,32731,810,40.9,32694,49.1711017312045,Low,1
Hyalospheniidae sp.3 P10K,P10K-MW-000941,GWHDQTF00000000,13.187733,25976,547,15.2,25792,60.7824131513648,Low,1
Vorticella sp.41 P10K,P10K-MW-000942,GWHDQTG00000000,14.533454,33319,459,5.9,33251,30.5945685844035,Low,1
Acanthocystis sp.3 P10K,P10K-MW-000943,GWHDQTH00000000,21.315856,34534,718,39.8,34181,53.5355899476317,Low,1
Amoebidae sp.1 P10K,P10K-MW-000944,GWHDQTI00000000,60.846739,88042,838,70.1,87566,51.4845944773085,Medium,1
Furgasonia blochmanni strain P10K-6,P10K-MW-000945,GWHDQTJ00000000,28.412775,46918,695,22.2,46650,49.8971061093248,Low,1
Colpodida sp.,P10K-MW-000946,GWHDQTK00000000,26.375479,30561,1114,34.6,30474,61.0750147666864,Low,1
Chilodonellidae sp.3 P10K,P10K-MW-000947,GWHDQTL00000000,32.030842,52379,704,57.9,51946,38.7132791745274,Low,1
Leptopharynx costatus strain P10K-2,P10K-MW-000948,GWHDQTM00000000,12.47231,21536,659,31.0,21486,63.8555338359862,Low,1
Bresslauides sp.28 P10K,P10K-MW-000949,GWHDQTN00000000,47.149571,59083,1016,22.8,58858,55.7035577151789,Low,1
Colpodidae sp.4 P10K,P10K-MW-000950,GWHDQTO00000000,40.250215,50573,988,67.3,50451,56.0088006184218,Medium,1
Colpoda sp.34 P10K,P10K-MW-000951,GWHDQTP00000000,20.188505,26089,948,56.7,26034,61.7538603364831,Medium,1
Vannella sp.3 P10K,P10K-MW-000952,GWHDQTQ00000000,5.914634,12443,520,17.6,12302,64.0708827832873,Low,1
Vannellidae sp.4 P10K,P10K-MW-000953,GWHDQTR00000000,14.605451,24903,666,33.3,24728,51.4962795211906,Low,1
Hausmanniellidae sp.3 P10K,P10K-MW-000954,GWHDQTS00000000,29.296917,43530,790,45.6,43407,55.262976017693,Medium,1
Bresslauides sp.29 P10K,P10K-MW-000955,GWHDQTT00000000,61.937251,79564,977,79.6,79003,58.5091705378277,Medium,1
Epispathidium sp.4 P10K,P10K-MW-000956,GWHDQTU00000000,40.397846,47449,1078,74.9,47292,51.7043051678931,Medium,1
Colpoda sp.35 P10K,P10K-MW-000957,GWHDQTV00000000,17.623849,22769,977,49.7,22712,65.8242338851708,Medium,1
Hausmanniellidae sp.4 P10K,P10K-MW-000958,GWHDQTW00000000,52.142979,76781,847,73.7,76384,52.3080749895266,Medium,1
Bresslaua sp.9 P10K,P10K-MW-000959,GWHDQTX00000000,80.365102,88962,1163,52.7,88528,65.7599855412977,Medium,1
Colpoda sp.26 P10K,P10K-MW-000960,GWHDQTY00000000,72.931548,90892,1015,63.8,90625,60.4656551724138,Medium,1
Colpoda sp.27 P10K,P10K-MW-000961,GWHDQTZ00000000,12.583636,28961,460,15.2,28622,56.8828174131787,Low,1
Vorticella convallaria strain P10K-19,P10K-MW-000962,GWHDQUA00000000,0.855427,2300,371,0.0,2286,34.7769028871391,Low,1
Colpoda sp.7 P10K,P10K-MW-000963,GWHDQUB00000000,34.15959,43211,964,61.9,43048,62.6207953911912,Medium,1
Bresslaua sp.10 P10K,P10K-MW-000964,GWHDQUC00000000,59.953192,75149,968,64.3,74981,62.5665168509356,Medium,1
Acanthocystidae sp.4 P10K,P10K-MW-000965,GWHDQUD00000000,19.793222,25392,989,52.1,25050,57.6966067864271,Medium,1
Holosticha polystylata strain P10K-1,P10K-MW-000966,GWHDQUE00000000,29.356804,40127,891,45.6,40087,44.1714271459575,Low,1
Platyophrya vorax strain P10K-1,P10K-MW-000967,GWHDQUF00000000,9.393315,20126,505,15.2,20032,67.4920127795527,Low,1
Vorticella sp.42 P10K,P10K-MW-000968,GWHDQUG00000000,2.446469,6155,395,2.9,6123,33.6763024661114,Low,1
Vorticella sp.51 P10K,P10K-MW-000969,GWHDQUH00000000,4.926075,12923,381,4.1,12897,32.0462122974335,Low,1
Vorticella sp.63 P10K,P10K-MW-000970,GWHDQUI00000000,5.485441,16132,337,1.2,16094,29.4333291910029,Low,1
Arcella sp.7 P10K,P10K-MW-000971,GWHDQUJ00000000,31.959053,36883,1102,64.9,36725,66.3090537780803,Medium,1
Longamoebia sp.15 P10K,P10K-MW-000972,GWHDQUK00000000,39.466441,50179,983,64.9,49738,54.9117375045237,Medium,1
Colpoda sp.2 P10K,P10K-MW-000973,GWHDQUL00000000,42.152389,53205,981,44.4,53075,62.5134243994348,Medium,1
Tokophrya sp.1 P10K,P10K-MW-000974,GWHDQUM00000000,10.986427,22786,522,19.3,22545,43.4464404524285,Low,1
Leptopharynx sp.18 P10K,P10K-MW-000975,GWHDQUN00000000,10.911436,18599,685,29.8,18523,53.5928305350105,Low,1
Frontoniidae sp.2 P10K,P10K-MW-000976,GWHDQUO00000000,40.240487,60525,818,28.6,60491,35.7706105040419,Low,1
Colpodidium sp.2 P10K,P10K-MW-000977,GWHDQUP00000000,23.154816,27572,1048,55.6,27485,58.1662725122794,Medium,1
Phacodinium sp.5 P10K,P10K-MW-000978,GWHDQUQ00000000,59.240315,60080,1255,79.0,60030,52.5070797934366,Medium,1
Rurikoplites sp.1 P10K,P10K-MW-000979,GWHDQUR00000000,47.027111,55018,1091,76.1,54913,54.6209458598146,Medium,1
Colpodidiidae sp.1 P10K,P10K-MW-000980,GWHDQUS00000000,14.175131,22100,758,38.0,21988,70.8568309987266,Medium,1
Hausmanniellidae sp.5 P10K,P10K-MW-000981,GWHDQUT00000000,68.146857,76197,1147,57.9,75721,61.8824368405066,Medium,1
